,cacheline_size,l1d_size,cpu,isa,branchp,benchmark,BTBMissPct,BTBHitRatio,numCycles,branchMispredRatio
0,64,32kB,AtomicSimpleCPU,ARM,TournamentBP,blackscholes,0.021469,0.978531,2764097.0,0.035578
1,64,32kB,AtomicSimpleCPU,ARM,BiModeBP,blackscholes,0.01993,0.98007,2764097.0,0.050875
2,64,32kB,AtomicSimpleCPU,ARM,LocalBP,blackscholes,0.02745,0.97255,2764097.0,0.1154
