,cacheline_size,l1d_size,cpu,isa,branchp,benchmark,BTBMissPct,BTBHitRatio,numCycles,branchMispredRatio
0,64,32kB,AtomicSimpleCPU,RISCV,TournamentBP,458.sjeng,0.00024,0.99976,10002081.0,0.196725
1,64,32kB,AtomicSimpleCPU,RISCV,BiModeBP,458.sjeng,0.000156,0.999844,10002081.0,0.199531
2,64,32kB,AtomicSimpleCPU,RISCV,LocalBP,458.sjeng,0.00016,0.99984,10002081.0,0.217333
