,cacheline_size,l1d_size,cpu,isa,branchp,benchmark,BTBMissPct,BTBHitRatio,numCycles,branchMispredRatio
0,64,32kB,AtomicSimpleCPU,ARM,TournamentBP,458.sjeng,0.000398,0.999602,15175354.0,0.001779
1,64,32kB,AtomicSimpleCPU,ARM,BiModeBP,458.sjeng,0.000251,0.999749,15175354.0,0.00477
2,64,32kB,AtomicSimpleCPU,ARM,LocalBP,458.sjeng,0.000255,0.999745,15175354.0,0.003438
